victim_age,police_deployed,latitude,longitude,report_hour,report_day_of_week,report_month,victim_gender_M,victim_gender_X,weapon_used_Explosives,weapon_used_Firearm,weapon_used_Knife,weapon_used_Other,weapon_used_Poison,weapon_used_Unknown,crime_domain_Other Crime,crime_domain_Traffic Fatality,crime_domain_Violent Crime,case_closed_Yes
67,16,12.9767936,77.590082,8.0,2.0,7.0,True,False,False,False,False,False,False,True,True,False,False,False
23,16,28.6328027,77.2197713,1.0,5.0,8.0,False,False,False,False,True,False,False,False,False,False,True,False
39,11,13.0836939,80.270186,16.0,1.0,9.0,False,False,False,False,False,True,False,False,True,False,False,False
48,5,12.9767936,77.590082,6.0,3.0,10.0,False,False,False,False,False,False,False,False,False,False,True,False
71,14,18.5213738,73.8545071,5.0,3.0,10.0,False,False,False,False,False,False,False,False,False,False,True,True
32,8,17.360589,78.4740613,13.0,2.0,7.0,False,False,False,False,False,True,False,False,True,False,False,False
18,13,23.0215374,72.5800568,16.0,5.0,8.0,False,False,False,True,False,False,False,False,True,False,False,False
38,15,28.6328027,77.2197713,18.0,1.0,9.0,False,False,False,False,False,False,True,False,False,False,True,True
27,17,22.5726459,88.3638953,19.0,2.0,7.0,False,False,False,False,False,False,False,False,False,False,True,True
30,13,29.0018557,77.7679671,3.0,1.0,9.0,False,False,False,False,True,False,False,False,True,False,False,True
17,12,21.2094892,72.8317058,21.0,2.0,7.0,False,False,False,False,False,False,False,True,True,False,False,False
39,15,18.5213738,73.8545071,16.0,1.0,9.0,False,False,False,False,True,False,False,False,True,False,False,False
66,5,18.5213738,73.8545071,20.0,5.0,8.0,False,False,False,True,False,False,False,False,False,False,False,False
11,9,28.7749966,77.4586967,0.0,3.0,10.0,False,False,False,True,False,False,False,False,False,False,True,True
54,19,23.0215374,72.5800568,14.0,3.0,10.0,True,False,False,True,False,False,False,False,True,False,False,True
79,13,28.6328027,77.2197713,16.0,5.0,8.0,True,False,True,False,False,False,False,False,True,False,False,True
12,3,28.6328027,77.2197713,22.0,5.0,8.0,False,False,False,True,False,False,False,False,True,False,False,True
19,16,26.8381,80.9346001,16.0,5.0,8.0,False,False,False,False,False,False,False,False,True,False,False,False
21,8,19.2396742,73.1366482,7.0,3.0,10.0,False,False,False,False,True,False,False,False,False,True,False,True
24,14,27.1752554,78.0098161,11.0,1.0,9.0,True,False,False,False,False,False,False,True,True,False,False,True
58,4,26.9154576,75.8189817,15.0,5.0,8.0,True,False,False,False,False,False,True,False,False,True,False,False
51,17,17.360589,78.4740613,3.0,6.0,11.0,False,False,False,False,False,False,False,False,False,False,True,True
40,7,22.7203616,75.8681996,20.0,1.0,9.0,False,False,False,False,False,False,False,True,True,False,False,False
64,13,21.2094892,72.8317058,0.0,1.0,9.0,True,False,False,False,False,False,False,False,False,False,True,True
66,14,26.8381,80.9346001,23.0,1.0,9.0,False,False,False,False,False,False,False,True,True,False,False,True
28,8,13.0836939,80.270186,14.0,5.0,8.0,False,False,False,True,False,False,False,False,False,False,False,True
54,11,19.054999,72.8692035,15.0,1.0,9.0,False,False,False,False,False,False,False,True,True,False,False,False
42,8,27.1752554,78.0098161,12.0,3.0,10.0,False,False,False,False,True,False,False,False,True,False,False,False
72,14,18.5213738,73.8545071,1.0,3.0,10.0,True,False,False,False,False,False,False,False,False,False,True,True
23,1,12.9767936,77.590082,18.0,3.0,10.0,False,False,False,False,False,False,True,False,False,True,False,False
53,9,19.054999,72.8692035,13.0,3.0,10.0,False,False,False,False,False,False,True,False,True,False,False,False
28,12,23.0215374,72.5800568,9.0,3.0,10.0,False,False,False,True,False,False,False,False,False,False,True,True
27,4,17.360589,78.4740613,4.0,3.0,10.0,False,False,False,False,False,False,False,True,False,False,True,False
67,19,19.054999,72.8692035,19.0,5.0,8.0,False,False,False,False,False,True,False,False,True,False,False,True
70,8,12.9767936,77.590082,15.0,6.0,11.0,False,False,False,False,False,True,False,False,True,False,False,True
75,4,28.6328027,77.2197713,9.0,1.0,9.0,False,False,False,False,False,False,False,False,True,False,False,True
66,14,21.1498134,79.0820556,18.0,1.0,9.0,False,False,False,False,False,False,False,True,False,False,True,True
24,2,17.360589,78.4740613,4.0,1.0,9.0,False,False,False,False,True,False,False,False,True,False,False,True
44,15,13.0836939,80.270186,5.0,6.0,11.0,True,False,True,False,False,False,False,False,True,False,False,True
63,9,13.0836939,80.270186,15.0,1.0,9.0,False,False,False,False,True,False,False,False,True,False,False,False
18,11,28.6328027,77.2197713,2.0,1.0,9.0,True,False,False,False,False,False,False,False,False,False,True,True
19,3,28.7749966,77.4586967,20.0,3.0,10.0,False,False,False,False,False,False,False,True,True,False,False,False
49,12,26.9154576,75.8189817,9.0,1.0,9.0,True,False,False,False,False,False,False,True,False,False,True,True
33,12,28.6328027,77.2197713,16.0,6.0,11.0,False,False,False,False,False,False,True,False,True,False,False,False
56,4,26.8381,80.9346001,4.0,3.0,10.0,True,False,False,False,False,True,False,False,False,False,True,True
32,1,23.0215374,72.5800568,10.0,3.0,10.0,True,False,True,False,False,False,False,False,True,False,False,True
25,10,17.360589,78.4740613,17.0,6.0,11.0,False,False,True,False,False,False,False,False,True,False,False,True
62,3,28.6328027,77.2197713,9.0,3.0,10.0,False,False,False,True,False,False,False,False,False,False,False,False
56,4,20.0112475,73.7902364,13.0,6.0,11.0,False,False,False,False,False,False,False,False,True,False,False,False
27,8,34.0747444,74.8204443,23.0,6.0,11.0,False,False,False,False,False,False,False,False,True,False,False,True
63,13,21.1498134,79.0820556,8.0,1.0,12.0,True,False,True,False,False,False,False,False,True,False,False,False
34,2,19.054999,72.8692035,4.0,3.0,10.0,False,False,False,False,False,False,False,False,True,False,False,True
16,5,26.8381,80.9346001,16.0,6.0,11.0,False,False,False,True,False,False,False,False,True,False,False,True
59,13,17.360589,78.4740613,4.0,6.0,11.0,False,False,False,False,False,True,False,False,True,False,False,True
44,7,19.1943294,72.9701779,22.0,1.0,9.0,False,False,False,False,False,False,False,True,False,False,True,True
21,3,12.9767936,77.590082,8.0,6.0,11.0,False,False,False,False,False,False,False,False,True,False,False,True
59,2,25.6093239,85.1235252,19.0,1.0,9.0,True,False,False,False,False,False,False,True,False,False,True,False
41,17,17.360589,78.4740613,11.0,3.0,10.0,False,False,True,False,False,False,False,False,True,False,False,False
43,18,22.5726459,88.3638953,3.0,1.0,12.0,False,False,False,False,True,False,False,False,True,False,False,True
15,6,23.2584857,77.401989,10.0,6.0,11.0,True,False,True,False,False,False,False,False,True,False,False,False
34,17,28.6328027,77.2197713,0.0,3.0,10.0,True,False,False,False,False,False,False,False,False,False,False,False
19,6,22.5726459,88.3638953,23.0,6.0,11.0,False,False,False,True,False,False,False,False,False,False,True,True
73,13,12.9767936,77.590082,5.0,6.0,11.0,True,False,True,False,False,False,False,False,False,False,True,True
44,1,28.6328027,77.2197713,16.0,6.0,11.0,True,False,True,False,False,False,False,False,False,False,True,True
14,18,23.0215374,72.5800568,16.0,3.0,10.0,False,False,False,False,True,False,False,False,True,False,False,False
73,2,22.5726459,88.3638953,18.0,1.0,12.0,True,False,False,False,False,False,False,True,True,False,False,True
49,18,21.2094892,72.8317058,15.0,6.0,11.0,False,False,False,False,False,True,False,False,True,False,False,False
61,10,18.5213738,73.8545071,20.0,1.0,12.0,True,False,False,False,False,True,False,False,False,True,False,False
68,18,21.1498134,79.0820556,11.0,1.0,12.0,False,False,False,False,True,False,False,False,True,False,False,False
24,1,22.5726459,88.3638953,23.0,3.0,10.0,False,False,False,False,False,False,False,True,False,False,True,True
69,7,30.9090157,75.851601,8.0,6.0,11.0,False,False,False,False,False,False,True,False,True,False,False,True
55,11,12.9767936,77.590082,21.0,6.0,11.0,False,False,False,False,False,False,True,False,True,False,False,False
49,19,13.0836939,80.270186,21.0,1.0,12.0,False,False,False,False,True,False,False,False,False,False,True,True
40,5,12.9767936,77.590082,19.0,3.0,10.0,False,False,False,True,False,False,False,False,True,False,False,True
51,8,21.2094892,72.8317058,15.0,3.0,10.0,False,False,True,False,False,False,False,False,True,False,False,False
35,15,19.054999,72.8692035,16.0,1.0,12.0,False,False,False,False,False,False,True,False,True,False,False,True
65,6,18.5213738,73.8545071,16.0,3.0,10.0,False,False,False,False,False,False,False,False,True,False,False,False
61,18,26.9154576,75.8189817,,,,False,False,False,False,False,True,False,False,False,False,True,True
35,8,23.0215374,72.5800568,0.0,6.0,11.0,True,False,False,False,False,False,True,False,True,False,False,False
45,1,18.5213738,73.8545071,23.0,1.0,12.0,True,False,False,False,False,False,False,False,False,False,True,False
32,12,25.6093239,85.1235252,15.0,1.0,12.0,False,False,False,False,False,False,False,True,False,False,False,True
11,9,19.054999,72.8692035,17.0,1.0,12.0,False,False,False,False,False,True,False,False,True,False,False,False
40,14,22.5726459,88.3638953,17.0,6.0,11.0,True,False,False,False,False,False,True,False,False,False,True,False
23,19,19.054999,72.8692035,21.0,1.0,12.0,False,False,False,True,False,False,False,False,False,True,False,True
14,12,30.9090157,75.851601,,,,True,False,False,False,False,False,True,False,False,False,False,True
23,7,17.6935526,83.2921297,13.0,1.0,12.0,True,False,False,False,False,True,False,False,True,False,False,False
35,4,13.0836939,80.270186,2.0,1.0,12.0,True,False,False,False,True,False,False,False,True,False,False,False
65,15,28.6328027,77.2197713,17.0,1.0,12.0,True,False,False,False,True,False,False,False,False,False,False,False
51,13,17.360589,78.4740613,11.0,6.0,11.0,False,False,False,False,True,False,False,False,False,False,False,False
35,17,19.054999,72.8692035,14.0,1.0,12.0,False,False,False,False,False,True,False,False,True,False,False,False
59,1,12.9767936,77.590082,8.0,6.0,11.0,False,False,False,False,False,False,False,False,True,False,False,True
48,4,18.5213738,73.8545071,1.0,1.0,12.0,False,False,False,False,True,False,False,False,True,False,False,True
18,19,19.2396742,73.1366482,,,,False,False,False,False,False,False,True,False,False,False,True,True
58,17,21.1498134,79.0820556,,,,False,False,False,True,False,False,False,False,False,False,True,True
65,7,22.5726459,88.3638953,21.0,6.0,11.0,False,False,False,False,True,False,False,False,True,False,False,False
38,6,21.1498134,79.0820556,,,,False,False,False,False,False,False,False,False,True,False,False,True
77,13,23.0215374,72.5800568,,,,False,False,True,False,False,False,False,False,False,False,True,True
70,8,19.1943294,72.9701779,,,,False,False,True,False,False,False,False,False,False,False,True,True
11,17,21.1498134,79.0820556,,,,False,False,False,False,False,True,False,False,True,False,False,True
45,13,28.6328027,77.2197713,,,,False,False,False,False,False,True,False,False,False,False,False,False
71,3,19.1943294,72.9701779,,,,False,False,False,True,False,False,False,False,True,False,False,True
11,10,17.360589,78.4740613,3.0,1.0,12.0,True,False,False,False,False,True,False,False,False,True,False,True
39,3,20.0112475,73.7902364,18.0,1.0,12.0,True,False,False,False,False,False,False,True,True,False,False,True
68,18,29.0018557,77.7679671,,,,True,False,True,False,False,False,False,False,False,False,False,False
76,9,22.5726459,88.3638953,,,,True,False,True,False,False,False,False,False,True,False,False,True
47,4,17.360589,78.4740613,13.0,1.0,12.0,True,False,False,False,False,False,False,False,True,False,False,True
22,18,23.0215374,72.5800568,19.0,6.0,11.0,False,False,False,False,False,True,False,False,False,False,True,False
33,8,19.054999,72.8692035,22.0,1.0,12.0,True,False,False,False,False,False,True,False,True,False,False,True
55,11,22.7203616,75.8681996,,,,False,False,False,True,False,False,False,False,True,False,False,False
11,7,13.0836939,80.270186,20.0,1.0,12.0,False,False,False,False,False,False,False,True,True,False,False,True
49,13,28.7749966,77.4586967,22.0,1.0,12.0,True,False,False,False,False,False,False,False,True,False,False,True
56,12,22.5726459,88.3638953,20.0,1.0,12.0,False,False,False,False,False,False,True,False,False,False,True,False
69,11,26.4609135,80.3217588,,,,False,False,False,False,True,False,False,False,False,False,True,True
79,14,17.6935526,83.2921297,17.0,1.0,12.0,False,False,False,False,False,False,False,False,True,False,False,True
17,19,13.0836939,80.270186,12.0,1.0,12.0,False,False,True,False,False,False,False,False,False,False,True,False
71,6,21.1498134,79.0820556,,,,False,False,True,False,False,False,False,False,True,False,False,False
